Gaming_Platform,YoR,Sales_NA,Sales_EU,Sales_JP,Other_Sales,Genre
GC,2003.0,0.06,0.01,0.0,0.0,Adventure
PS4,2015.0,0.0,0.03,0.0,0.01,Action
PS2,2006.0,1.01,0.04,0.0,0.16,Racing
PS2,2006.0,0.0,0.0,0.04,0.0,Adventure
PS2,2002.0,1.92,0.2,0.0,0.06,Racing
GBA,2004.0,0.67,0.25,0.0,0.02,Racing
Wii,2007.0,0.18,0.42,-0.32,0.15,Action
PS2,2002.0,0.36,0.28,0.22,0.09,Platform
Wii,2010.0,0.03,0.0,0.0,0.0,Racing
PS3,2009.0,0.15,0.06,0.0,0.03,Action
Wii,2009.0,0.0,0.0,0.01,0.0,Adventure
PC,2003.0,0.0,0.01,0.0,0.0,Adventure
XOne,2013.0,1.21,0.79,0.01,0.19,Racing
PSP,2009.0,0.13,0.19,0.0,0.11,Action
GC,2002.0,0.02,0.0,0.0,0.0,Racing
PS2,2003.0,0.05,0.04,0.0,0.01,Racing
GBA,2004.0,0.31,0.12,0.0,0.01,Racing
XB,2004.0,0.08,0.02,0.0,0.0,Action
Wii,2010.0,0.92,0.6,0.01,0.15,Platform
GBA,2005.0,0.33,0.12,0.0,0.01,Platform
X360,2009.0,2.99,1.9,0.1,0.5,Racing
XB,2002.0,0.07,0.02,0.0,0.0,Action
Wii,2013.0,0.0,0.09,0.0,0.01,Platform
PSP,2008.0,0.0,0.0,0.01,0.0,Adventure
Wii,2008.0,0.02,0.0,0.0,0.0,Platform
GBA,2003.0,0.21,0.08,0.0,0.01,Action
GC,2003.0,0.16,0.04,0.0,0.01,Action
GBA,2002.0,0.04,0.02,0.0,0.0,Adventure
2600,1972.0,0.55,0.32,0.98,0.05,Adventure
WiiU,2014.0,0.03,0.02,0.0,0.0,Action
DS,2009.0,0.0,0.0,0.09,0.0,Action
N64,1998.0,0.06,0.02,0.0,0.0,Racing
2600,1982.0,0.15,0.01,0.0,0.0,Action
PSP,2006.0,0.58,0.5,0.0,0.32,Action
PSP,2010.0,0.0,0.0,0.19,0.0,Action
Wii,,0.09,0.0,0.0,0.01,Adventure
DS,2005.0,0.24,0.01,0.0,0.02,Racing
PS3,2010.0,0.14,0.01,0.0,0.02,Action
DS,2008.0,1.55,0.04,1.19,0.15,Platform
PS3,2010.0,1.87,0.55,0.11,0.29,Action
3DS,2014.0,0.0,0.0,0.01,0.0,Adventure
PSP,2010.0,0.27,0.24,0.0,0.14,Action
PS4,2016.0,0.01,0.0,0.01,0.0,Action
PS3,2007.0,0.14,0.01,0.31,0.02,Action
DS,2009.0,0.2,0.34,0.0,0.07,Action
DS,2009.0,0.05,0.02,0.0,0.01,Action
PC,2015.0,0.0,0.02,0.0,0.0,Action
XB,2005.0,0.07,0.02,0.0,0.0,Action
PSP,2006.0,0.1,0.0,0.0,0.01,Action
PS2,2005.0,0.26,0.2,0.0,,Racing
PSV,2009.0,0.62,0.74,0.66,0.59,Adventure
PS,1996.0,2.29,1.97,0.13,0.24,Action
X360,2007.0,0.18,0.0,0.0,0.02,Racing
GB,1996.0,1.39,0.48,0.4,0.08,Platform
WiiU,2007.0,0.21,0.32,0.86,0.27,Adventure
X360,2006.0,0.16,0.0,0.0,0.01,Action
XOne,2016.0,0.17,0.16,0.0,0.03,Action
PSV,2014.0,0.05,0.0,0.03,0.02,Adventure
DS,2008.0,0.04,0.0,0.0,0.0,Action
PS4,2014.0,0.09,0.11,0.06,0.04,Action
PSV,2016.0,0.0,0.0,0.02,0.0,Adventure
PC,2014.0,0.0,0.05,0.0,0.0,Action
N64,1998.0,0.07,0.02,0.0,0.0,Racing
Wii,2008.0,0.0,0.0,0.02,0.0,Action
NES,1983.0,0.23,0.05,0.84,0.01,Platform
PS3,2011.0,0.13,0.11,0.0,0.04,Action
SNES,1990.0,12.78,3.75,3.54,0.55,Platform
PS,2000.0,0.02,0.01,0.0,0.0,Adventure
PS2,2009.0,0.0,0.0,0.01,0.0,Adventure
NES,1989.0,3.38,0.44,0.31,0.04,Action
Wii,2014.0,0.0,0.04,0.0,0.0,Action
NES,1984.0,0.8,0.19,0.83,0.03,Action
PSP,2011.0,0.0,0.0,0.14,0.0,Action
PS4,2016.0,0.0,0.05,0.0,0.01,Racing
DS,2007.0,0.43,0.0,0.0,0.04,Action
PSP,2011.0,0.0,0.0,0.05,0.0,Adventure
XOne,2016.0,0.42,0.58,0.0,0.08,Racing
X360,2006.0,0.11,0.01,0.0,0.01,Action
PSV,2012.0,0.0,0.0,0.05,0.0,Adventure
XOne,2015.0,0.08,0.15,0.0,0.02,Racing
PSP,2013.0,0.0,0.0,0.12,0.0,Action
TG16,2009.0,0.56,0.55,0.98,0.51,Action
DS,2001.0,0.34,0.0,0.01,0.31,Racing
PS,1998.0,0.09,2.43,0.12,0.22,Racing
WiiU,2008.0,0.59,0.69,0.04,0.0,Racing
PSP,2011.0,0.0,0.0,0.1,0.0,Adventure
GBA,2002.0,0.18,0.07,0.0,0.0,Platform
PS2,2010.0,0.0,0.0,0.07,0.0,Adventure
PSP,2009.0,0.13,0.03,0.0,0.03,Action
PC,2006.0,0.0,0.01,,0.0,Action
GC,,0.02,0.0,0.0,0.0,Racing
XB,2003.0,0.03,0.01,0.0,0.0,Platform
PS2,1996.0,0.03,0.36,0.39,0.41,Adventure
X360,2014.0,0.09,0.06,0.0,0.01,Action
PS2,2005.0,0.03,0.02,0.0,0.01,Racing
3DS,2015.0,0.0,0.0,0.11,0.0,Action
PS3,2011.0,0.2,0.35,0.0,0.12,Racing
PS2,2006.0,0.0,0.0,0.02,0.0,Adventure
SNES,1996.0,0.26,0.07,1.09,0.02,Platform
Wii,2008.0,0.31,0.18,0.0,0.05,Action
DS,2009.0,0.09,0.0,0.0,0.01,Action
PS3,2010.0,0.06,0.01,0.0,0.01,Action
X360,2005.0,0.1,0.02,0.07,0.01,Racing
PS2,2002.0,0.16,0.13,0.0,0.04,Action
PS3,2011.0,0.46,0.56,0.06,0.21,Action
GC,2005.0,0.07,0.02,0.0,0.0,Adventure
DS,2005.0,0.09,0.0,0.0,0.01,Platform
PS2,2002.0,0.0,0.0,0.36,0.0,Adventure
PS2,2003.0,0.06,0.05,0.0,0.02,Action
DS,2008.0,0.15,0.0,0.0,0.01,Action
PS3,2008.0,0.08,0.36,0.0,0.12,Action
DS,2007.0,0.12,0.0,0.0,0.01,Racing
PC,2014.0,0.02,0.04,0.0,0.0,Action
PS2,2002.0,0.11,0.08,0.0,0.03,Racing
PS2,2008.0,0.0,0.0,0.28,0.0,Action
PS3,2014.0,0.05,0.09,0.01,0.03,Racing
XB,2006.0,0.03,0.01,0.0,0.0,Action
GBA,2003.0,1.2,0.48,0.29,0.07,Platform
GC,2006.0,0.25,0.07,0.0,0.01,Platform
GBA,2005.0,0.22,0.08,0.0,0.01,Action
Wii,2011.0,0.73,0.67,0.0,0.15,Action
PS3,2011.0,0.11,0.05,0.0,0.03,Action
GC,2002.0,0.08,0.02,0.0,0.0,Action
DS,2007.0,0.03,0.01,0.0,0.0,Action
PS4,2016.0,0.0,0.0,0.01,0.0,Adventure
PSV,2015.0,0.0,0.0,0.02,0.0,Action
PS4,2015.0,0.02,0.05,0.04,0.01,Action
PC,2010.0,0.12,0.2,0.0,0.05,Racing
PS2,2004.0,0.04,0.03,0.36,0.01,Action
PSV,2012.0,0.09,0.2,0.0,0.09,Racing
XB,2005.0,0.13,0.04,0.0,0.01,Racing
PS2,1997.0,0.58,0.98,0.83,0.14,Racing
PS,1998.0,0.05,0.03,0.0,0.01,Racing
PS2,2008.0,0.0,0.0,0.01,0.0,Adventure
Wii,2009.0,0.0,0.0,0.07,0.0,Adventure
DS,2009.0,0.0,0.0,0.03,0.0,Action
PS,1998.0,0.05,0.03,0.0,0.01,Racing
GBA,2005.0,0.11,0.04,0.0,0.0,Action
GBA,2005.0,0.02,0.01,0.0,0.0,Platform
DS,2008.0,0.52,0.0,0.0,0.04,Action
Wii,2010.0,0.29,0.13,0.0,0.04,Action
TG16,2000.0,0.37,0.0,0.37,0.92,Action
DS,2008.0,0.0,0.0,0.02,0.0,Action
N64,1990.0,0.04,0.95,0.4,0.27,Racing
PS3,2011.0,0.05,0.01,0.0,0.01,Action
PS,1997.0,0.79,1.35,0.04,0.14,Action
X360,2009.0,0.14,,0.0,0.01,Action
PS2,2006.0,0.13,0.1,0.0,0.03,Action
DS,2008.0,0.43,0.01,0.0,0.03,Action
PC,2008.0,0.0,0.02,0.0,0.0,Adventure
PSP,2006.0,0.0,0.01,0.0,0.0,Adventure
PSP,2006.0,0.05,0.0,0.0,0.0,Platform
GBA,2002.0,0.08,0.03,0.0,0.0,Action
X360,2012.0,0.22,0.08,0.0,0.02,Action
DS,2008.0,0.0,0.0,0.03,0.0,Adventure
DS,2005.0,1.21,1.56,0.06,0.29,Platform
N64,1992.0,0.25,0.22,0.17,0.31,Platform
PS,1997.0,0.35,0.24,0.0,0.04,Action
X360,2011.0,0.0,0.0,0.01,0.0,Action
PSP,2006.0,0.04,0.0,0.0,0.0,Racing
PS4,2014.0,1.4,1.9,0.11,0.64,Action
DC,2001.0,0.0,0.0,0.04,0.0,Action
PS,1998.0,0.0,0.0,0.24,0.02,Racing
PSP,2006.0,0.64,0.0,0.0,0.05,Racing
N64,1998.0,0.23,0.06,0.0,0.0,Racing
Wii,2010.0,0.06,0.03,0.0,0.01,Action
PC,2013.0,0.0,0.02,0.0,0.0,Action
Wii,2008.0,1.21,0.3,0.0,0.14,Action
PS2,1989.0,0.13,0.49,0.81,0.39,Racing
PS2,2001.0,0.13,0.1,0.0,0.03,Action
Wii,2009.0,0.05,0.0,0.0,0.0,Action
PS3,2014.0,0.46,0.56,0.06,0.2,Action
PSV,2012.0,0.12,0.16,0.05,0.06,Action
PSV,2015.0,0.0,0.0,0.02,0.0,Action
XB,2002.0,0.68,0.11,0.0,0.03,Racing
PS3,2010.0,1.29,1.21,0.06,0.47,Adventure
DS,2010.0,0.07,0.14,0.0,0.03,Adventure
PS,1998.0,0.81,0.76,0.7,0.14,Action
PS3,2011.0,0.22,0.24,0.04,0.08,Adventure
PSP,2011.0,0.0,0.0,0.12,0.0,Action
PC,2007.0,0.0,0.01,0.0,0.0,Racing
PC,2004.0,0.0,0.01,0.0,0.0,Racing
Wii,2007.0,0.87,0.38,0.0,0.13,Action
X360,2009.0,0.11,0.09,0.0,0.02,Action
PS2,2008.0,0.09,0.02,0.0,0.16,Adventure
PS4,2016.0,0.05,0.02,0.0,0.02,Action
X360,2015.0,0.0,0.02,0.0,0.0,Action
DS,2009.0,0.13,0.0,0.0,0.01,Racing
DS,2007.0,,0.0,0.0,0.0,Adventure
PS3,2015.0,0.0,0.0,0.09,0.0,Action
PC,2009.0,0.0,0.01,0.0,0.0,Adventure
PC,2008.0,0.0,0.53,0.0,0.06,Action
DC,2000.0,0.0,0.0,0.11,0.0,Adventure
GBA,2005.0,0.11,0.04,0.0,0.0,Adventure
X360,2007.0,0.49,0.04,0.0,0.04,Platform
Wii,2012.0,0.48,0.34,0.0,0.07,Action
PS2,2006.0,0.0,0.0,0.05,0.0,Adventure
3DS,2014.0,0.15,0.09,0.0,0.02,Action
SNES,2006.0,1.18,1.61,1.48,0.51,Racing
N64,2000.0,0.17,0.04,0.0,0.0,Racing
Wii,2011.0,0.07,0.05,0.0,0.01,Action
PS2,2008.0,0.0,0.0,0.06,0.0,Action
Wii,2009.0,0.11,0.07,0.0,0.02,Adventure
WiiU,2015.0,0.25,0.19,0.0,0.04,Action
GBA,2005.0,0.29,0.11,0.0,0.01,Action
3DS,2013.0,0.0,0.0,0.15,0.0,Action
GBA,2003.0,0.2,0.07,0.0,0.0,Platform
NES,1985.0,5.82,3.21,1.6,0.52,Platform
3DS,2015.0,0.05,0.06,0.0,0.01,Action
GBA,2002.0,0.02,0.01,0.0,0.0,Racing
X360,2010.0,0.24,0.09,0.01,0.03,Action
PSV,2015.0,0.0,0.0,0.03,0.0,Action
Wii,2014.0,0.04,0.13,0.0,0.01,Adventure
PS2,2006.0,0.07,0.05,0.0,0.02,Adventure
PS,1996.0,2.12,0.25,0.0,0.07,Racing
PSP,2012.0,0.0,0.0,0.03,0.0,Adventure
PS3,2009.0,0.09,0.01,0.0,0.01,Platform
GBA,2002.0,1.75,0.45,0.62,0.09,Platform
PS2,2008.0,0.0,0.0,0.02,0.0,Adventure
TG16,2008.0,0.37,0.12,0.22,0.63,Racing
GBA,2003.0,0.24,0.09,0.0,0.01,Platform
X360,,0.08,0.01,0.0,0.01,Action
PS3,,0.09,0.0,0.0,0.01,Action
WiiU,2008.0,0.92,0.17,0.87,0.35,Racing
GBA,,0.0,0.0,0.27,0.01,Action
XB,2001.0,0.15,0.04,0.0,0.01,Racing
DS,2008.0,0.75,0.39,0.0,0.12,Adventure
PS3,2008.0,0.19,0.22,0.0,0.09,Action
X360,2014.0,0.05,0.04,0.0,0.01,Adventure
GBA,2006.0,0.18,0.07,0.0,0.0,Platform
PSV,2013.0,0.16,0.17,0.0,0.1,Action
SAT,1996.0,0.0,0.0,0.41,0.0,Adventure
DS,2007.0,0.08,0.0,0.0,0.01,Platform
GBA,2003.0,0.86,0.32,0.0,0.02,Racing
X360,2007.0,0.07,0.0,0.0,0.01,Action
Wii,2007.0,3.57,1.55,0.0,0.51,Action
3DS,2014.0,0.0,0.0,0.01,0.0,Adventure
Wii,2009.0,0.15,0.0,0.03,0.01,Action
PSV,2014.0,0.0,0.01,0.0,0.0,Racing
PS2,2002.0,0.05,0.04,0.0,0.01,Racing
PS2,1990.0,0.41,0.03,0.27,0.87,Platform
PSV,2010.0,0.85,0.8,0.97,0.77,Adventure
X360,2008.0,0.22,0.2,0.0,0.05,Platform
PS2,2008.0,0.12,0.0,0.0,0.26,Action
PS2,2003.0,0.16,0.13,0.0,0.04,Adventure
DS,2006.0,1.59,0.8,0.0,0.26,Action
X360,2008.0,1.38,0.84,0.0,0.25,Racing
Wii,,0.36,0.29,0.0,0.07,Action
XB,2004.0,0.02,0.0,0.0,0.0,Action
PC,,0.06,0.25,0.0,0.04,Action
DS,2003.0,0.21,0.13,0.06,0.02,Adventure
Wii,2010.0,0.02,0.0,0.0,0.0,Action
GBA,2004.0,0.01,0.0,0.0,0.0,Adventure
DS,2008.0,0.0,0.0,0.11,0.0,Adventure
PSV,2012.0,0.0,0.0,0.01,0.0,Action
X360,2012.0,0.48,0.32,0.02,0.08,Action
DS,2006.0,0.03,0.0,0.0,0.0,Platform
X360,2012.0,0.15,0.06,0.01,0.02,Action
N64,1999.0,0.03,0.01,0.0,0.0,Racing
Wii,2008.0,0.15,0.37,0.0,0.07,Action
2600,1973.0,0.02,0.09,0.28,0.34,Racing
XB,2004.0,0.12,0.04,0.0,0.01,Racing
DS,2007.0,0.09,0.0,0.01,0.01,Adventure
Wii,,0.06,0.01,0.0,0.01,Action
PS,2000.0,0.02,0.8,0.02,0.07,Racing
PS2,2003.0,0.74,1.01,0.0,0.2,Racing
WiiU,2008.0,0.62,0.18,0.76,0.09,Racing
SNES,2005.0,1.12,1.45,0.15,0.55,Platform
WiiU,2013.0,0.05,0.03,0.0,0.01,Action
PS2,2006.0,0.0,0.0,0.02,0.0,Adventure
SAT,1995.0,0.0,0.0,0.05,0.0,Adventure
Wii,2002.0,0.32,0.02,0.04,0.5,Racing
2600,1974.0,0.4,0.5,0.71,0.78,Action
PC,2011.0,0.0,0.13,0.0,0.01,Action
PS3,2006.0,0.0,0.57,0.04,0.0,Racing
PS,1998.0,0.18,0.12,0.0,0.02,Platform
DS,2009.0,0.0,0.0,0.03,0.0,Action
X360,2007.0,0.12,0.22,0.0,0.05,Action
XB,2004.0,0.04,0.01,0.0,0.0,Racing
PC,2008.0,0.0,0.02,0.0,0.0,Adventure
XB,2003.0,0.06,0.02,0.0,0.0,Platform
PSP,2011.0,0.0,0.0,0.04,0.0,Adventure
PC,2016.0,0.01,0.05,0.0,0.0,Platform
N64,1992.0,0.28,0.92,0.25,0.11,Platform
PS2,2005.0,0.85,0.76,0.0,0.16,Action
PSV,2015.0,0.0,0.0,0.01,0.0,Action
DS,2008.0,0.19,0.01,0.0,0.02,Action
2600,,0.26,0.01,0.0,0.0,Racing
X360,2008.0,0.82,0.51,0.01,0.14,Action
DS,2010.0,0.0,0.0,0.07,0.0,Action
PS2,2006.0,1.56,1.4,0.07,0.5,Action
DS,2009.0,0.07,0.1,0.0,0.02,Adventure
Wii,2011.0,0.17,0.13,0.0,0.03,Adventure
PS2,2002.0,0.0,0.0,0.02,0.0,Adventure
PC,2008.0,0.0,0.01,0.0,0.0,Racing
Wii,,1.8,0.97,0.0,0.29,Action
PS2,2006.0,0.01,0.01,0.0,0.0,Action
GC,2002.0,0.08,0.02,0.0,0.0,Action
PS2,2002.0,0.07,0.05,0.0,0.02,Adventure
GC,2001.0,0.2,0.05,0.0,0.01,Adventure
X360,2007.0,0.51,0.04,0.0,0.05,Action
PS3,2013.0,0.14,0.34,0.0,0.1,Platform
PSV,2016.0,0.01,0.04,0.01,0.01,Action
X360,2009.0,0.12,0.03,0.0,0.01,Action
PS4,2016.0,0.11,0.16,0.02,0.05,Platform
XB,2003.0,0.02,0.0,0.0,0.0,Racing
PS2,2002.0,0.53,0.41,0.0,0.14,Platform
PS,1996.0,0.16,0.11,0.83,0.08,Racing
Wii,2006.0,0.04,0.01,0.01,0.0,Action
PSP,2010.0,0.08,0.03,0.0,0.02,Adventure
PSV,2016.0,0.03,0.0,0.02,0.01,Adventure
DS,2006.0,0.09,0.04,0.0,0.01,Racing
PS2,2006.0,0.75,0.03,0.04,0.12,Action
PSP,2009.0,0.0,0.0,0.02,0.0,Adventure
SNES,2018.0,1.81,1.44,0.99,1.94,Adventure
PS4,2014.0,0.11,0.03,0.02,0.03,Action
PS,1997.0,0.0,0.0,0.23,0.02,Racing
PS3,2011.0,0.67,0.34,0.13,0.17,Adventure
X360,2009.0,0.09,0.18,0.0,0.04,Racing
PS2,2004.0,1.31,0.74,0.31,0.22,Platform
DS,2010.0,0.17,0.12,0.0,0.03,Adventure
DS,2008.0,0.22,0.0,0.22,0.02,Action
PC,2011.0,0.0,0.1,0.0,0.02,Adventure
PS3,2008.0,0.63,1.0,0.05,0.38,Racing
PC,2013.0,0.04,0.13,0.0,0.01,Action
PSV,2012.0,0.07,0.07,0.0,0.03,Action
XB,,0.01,0.0,0.0,0.0,Action
PS2,2004.0,0.35,0.27,0.0,0.09,Action
PS4,2015.0,0.81,1.99,0.07,0.52,Action
Wii,2009.0,0.11,0.0,0.0,0.01,Platform
3DS,2012.0,0.0,0.0,0.05,0.0,Action
X360,2013.0,0.03,0.0,0.0,0.0,Action
PSP,2012.0,0.0,0.0,0.04,0.0,Action
PSP,2009.0,0.05,0.0,0.06,0.01,Action
PS2,2001.0,0.11,0.09,0.0,0.03,Racing
PS3,2009.0,3.27,2.2,0.21,0.98,Action
N64,1998.0,0.08,0.02,0.0,0.0,Action
3DS,2014.0,0.0,0.0,0.01,0.0,Action
PSP,2010.0,0.0,0.0,0.02,0.0,Adventure
PS3,2011.0,0.0,0.0,0.02,0.0,Adventure
PSV,2007.0,0.45,0.61,0.11,0.76,Adventure
X360,2012.0,0.02,0.01,0.0,0.0,Action
PSP,2013.0,0.0,0.0,0.02,0.0,Adventure
PSP,2011.0,0.0,0.0,0.02,0.0,Action
TG16,2007.0,0.06,0.69,0.18,0.09,Platform
X360,2011.0,0.0,0.0,0.03,0.0,Action
PS3,2012.0,0.12,0.1,0.0,0.04,Action
TG16,2001.0,0.83,0.55,0.47,0.25,Platform
DS,2009.0,0.0,0.0,0.02,0.0,Adventure
Wii,2008.0,0.0,0.01,0.0,0.0,Platform
PS3,2009.0,0.06,0.03,0.0,0.01,Adventure
3DS,2015.0,0.03,0.0,0.0,0.0,Platform
PS4,2015.0,0.45,0.9,0.05,0.26,Adventure
DS,2009.0,0.0,0.0,0.01,0.0,Adventure
PS,1999.0,0.27,0.18,0.0,0.03,Racing
GC,2001.0,2.38,0.67,0.46,0.1,Action
PS4,2016.0,0.01,0.02,0.0,0.01,Action
PS,1997.0,0.05,0.04,0.0,0.01,Adventure
NES,1985.0,29.08,3.58,6.81,0.77,Platform
PSP,2013.0,0.0,0.0,0.02,0.0,Adventure
PS,2001.0,0.06,0.04,0.0,0.01,Racing
PC,2013.0,0.0,0.03,0.0,0.0,Adventure
XB,2003.0,0.14,0.04,0.0,0.01,Action
Wii,2011.0,0.09,0.06,0.0,0.02,Action
PS3,2012.0,0.05,0.14,0.0,0.04,Adventure
DS,2011.0,0.11,0.16,0.0,0.04,Action
XB,2004.0,0.1,0.03,0.0,0.0,Action
PS,1998.0,0.34,0.23,0.0,0.04,Platform
DS,2006.0,0.43,0.88,0.0,0.18,Adventure
PSP,2008.0,0.0,0.0,0.01,0.0,Adventure
PS2,2010.0,0.0,0.0,0.05,0.0,Adventure
PC,2002.0,0.0,0.01,0.0,0.0,Action
Wii,2006.0,0.39,0.03,0.08,0.04,Racing
PS2,2004.0,0.07,0.05,0.0,0.02,Adventure
PS2,2004.0,0.26,0.2,0.0,0.07,Platform
DS,2009.0,0.16,0.15,0.0,0.04,Adventure
2600,1981.0,0.46,0.03,0.0,0.01,Action
PSP,2010.0,0.39,0.0,0.0,0.03,Action
PSV,2012.0,0.21,0.17,0.09,0.08,Action
PS2,2006.0,0.0,0.0,0.01,0.0,Adventure
PS3,2012.0,0.67,0.07,0.0,0.08,Action
PSV,2014.0,0.0,0.0,0.02,0.0,Adventure
GC,2002.0,0.14,0.04,0.0,0.0,Action
SCD,1994.0,0.0,0.0,0.07,0.0,Racing
SAT,2000.0,0.26,0.28,0.12,0.1,Adventure
GC,2005.0,0.11,0.03,0.0,0.0,Adventure
PSV,2013.0,0.0,0.0,0.07,0.0,Action
PSP,2010.0,0.11,0.26,0.02,0.14,Racing
PS,1997.0,0.03,0.02,0.0,0.0,Platform
DS,2010.0,0.0,0.0,0.03,0.0,Adventure
NES,1985.0,0.46,0.1,0.92,0.02,Platform
PS2,2006.0,0.03,0.02,0.0,0.01,Action
PS,1995.0,0.0,0.0,0.02,0.0,Adventure
PS3,2011.0,0.0,0.0,0.05,0.0,Adventure
DS,2007.0,0.28,0.01,0.0,0.02,Adventure
Wii,2008.0,0.14,0.0,0.0,0.01,Adventure
WiiU,2012.0,0.09,0.03,0.0,0.01,Action
X360,2007.0,0.48,0.03,0.0,0.05,Action
PS3,2014.0,0.0,0.0,0.26,0.0,Action
GC,2003.0,0.18,0.05,0.0,0.01,Action
PSP,2007.0,0.0,0.0,0.01,0.0,Platform
GC,2003.0,0.09,0.02,0.0,0.0,Action
X360,2011.0,0.0,0.0,0.02,0.0,Action
PC,2009.0,0.0,0.04,0.0,0.01,Racing
Wii,2008.0,0.07,0.0,0.0,0.01,Racing
DS,2010.0,0.14,0.01,0.0,0.01,Action
PS3,2009.0,0.08,0.11,0.0,0.04,Racing
3DS,2016.0,0.14,0.0,0.05,0.02,Platform
X360,2008.0,0.04,0.0,0.0,0.0,Action
PS2,1993.0,0.12,0.06,0.38,0.2,Platform
DS,2011.0,0.0,0.0,0.02,0.0,Adventure
PC,2010.0,0.0,0.08,0.0,0.01,Action
GBA,2006.0,0.09,0.03,0.0,0.0,Platform
X360,2014.0,0.64,0.34,0.0,0.1,Action
Wii,2012.0,0.67,0.21,0.0,0.07,Action
DS,2007.0,0.0,0.0,0.05,0.0,Adventure
PS4,2016.0,0.0,0.02,0.0,0.0,Adventure
PS2,2004.0,0.37,0.29,0.0,0.1,Action
PSP,2010.0,0.0,0.0,0.01,0.0,Adventure
2600,1982.0,0.58,0.03,0.0,0.01,Action
PSP,2006.0,0.07,0.0,0.0,0.01,Platform
PS,1997.0,0.75,0.44,0.0,0.06,Platform
SAT,2003.0,0.28,0.62,0.44,0.95,Platform
PSV,2016.0,0.0,0.0,0.02,0.0,Action
PSP,2008.0,0.01,0.0,0.0,0.0,Racing
PS3,2009.0,0.0,0.0,0.02,0.0,Adventure
DS,2005.0,0.15,0.0,0.0,0.0,Action
PS3,2011.0,0.11,0.09,0.04,0.03,Action
DS,2008.0,0.15,0.0,0.0,0.01,Action
XB,2005.0,0.01,0.0,0.0,0.0,Racing
GC,2002.0,0.03,0.01,0.04,0.0,Action
XOne,2014.0,0.15,0.13,0.0,0.03,Action
GBA,,0.02,0.01,0.0,0.0,Platform
PS3,2012.0,0.47,0.13,0.02,0.1,Action
DS,2009.0,0.6,0.16,0.0,0.07,Action
PS3,2007.0,0.14,0.01,0.0,0.01,Action
GC,2002.0,0.11,0.03,0.0,0.0,Racing
N64,2000.0,0.63,0.06,1.03,0.04,Platform
X360,,0.52,0.24,0.0,0.08,Action
PS3,2014.0,0.1,0.17,0.02,0.05,Action
PSP,2012.0,0.0,0.0,0.06,0.0,Action
2600,1976.0,0.24,0.21,0.43,0.4,Racing
PS2,2003.0,0.09,0.07,0.0,0.02,Action
XB,2004.0,0.14,0.04,0.0,0.01,Action
DS,2011.0,0.05,0.01,0.0,0.0,Action
Wii,2009.0,0.08,0.12,0.0,0.02,Action
2600,1981.0,0.27,0.02,0.0,0.0,Action
PS3,2009.0,0.12,0.17,0.01,0.06,Platform
PC,2009.0,0.0,0.08,0.0,0.02,Adventure
XB,2002.0,0.59,0.57,0.0,0.07,Platform
PC,2011.0,0.0,0.02,0.0,0.01,Platform
XB,2004.0,0.02,0.01,0.0,0.0,Adventure
PSP,2012.0,0.0,0.0,0.02,0.0,Action
PS2,2000.0,0.24,0.19,0.34,0.06,Action
DS,2007.0,0.09,0.01,0.0,0.01,Adventure
GC,2006.0,0.1,0.03,0.0,0.0,Racing
X360,2012.0,0.2,0.0,0.0,0.02,Action
DS,2009.0,0.24,0.11,0.0,0.04,Adventure
PS3,2012.0,0.0,0.0,0.04,0.0,Adventure
PSP,2012.0,0.0,0.0,0.03,0.0,Action
XOne,2016.0,0.02,0.0,0.0,0.0,Action
X360,2009.0,0.0,0.0,0.02,0.0,Adventure
Wii,2008.0,0.08,0.0,0.0,0.01,Action
X360,2008.0,0.1,0.0,0.0,0.01,Platform
XOne,2016.0,0.14,0.13,0.0,0.02,Action
XB,2003.0,0.01,0.0,0.0,0.0,Action
N64,1998.0,0.49,0.13,0.0,0.01,Platform
Wii,2009.0,0.16,0.0,0.0,0.01,Racing
PS2,2008.0,0.14,0.11,0.0,0.04,Action
DS,2005.0,0.07,0.0,0.0,0.01,Racing
GBA,,0.26,0.1,0.0,0.01,Action
GBA,2002.0,1.21,0.64,0.05,0.09,Action
PSV,2015.0,0.0,0.02,0.01,0.01,Action
PS3,2010.0,0.0,0.07,0.03,0.02,Action
PS2,2003.0,0.03,0.02,0.0,0.01,Platform
PS2,2001.0,0.29,0.23,0.0,0.08,Racing
PSP,2010.0,0.0,0.0,0.03,0.0,Adventure
PS2,2006.0,0.25,0.19,0.02,0.06,Action
PSP,2010.0,0.0,0.0,0.02,0.0,Adventure
GBA,2006.0,0.19,0.07,0.0,0.0,Platform
PS3,2012.0,0.14,0.11,0.0,0.05,Action
3DS,2011.0,0.05,0.09,0.0,0.02,Action
GBA,2004.0,0.0,0.0,0.11,0.0,Adventure
X360,2010.0,0.19,0.09,0.0,0.03,Action
PS,1999.0,0.41,0.28,0.0,0.05,Racing
PS2,2009.0,0.14,0.03,0.0,0.16,Action
DS,2006.0,0.03,0.02,0.0,0.0,Action
PS2,2007.0,,0.09,0.0,,Racing
X360,2011.0,0.19,0.11,0.0,0.03,Action
Wii,2008.0,0.16,0.04,0.08,0.02,Action
PSP,2009.0,0.43,0.47,,0.28,Action
PS2,2007.0,0.2,0.16,0.0,0.05,Action
3DS,2012.0,0.0,0.0,0.06,0.0,Action
PS3,2014.0,0.26,0.34,0.13,0.12,Action
