Gaming_Platform,YoR,Sales_NA,Sales_EU,Sales_JP,Other_Sales,Genre
2600,1982.0,0.37,0.02,0.0,0.0,Racing
PSP,2009.0,0.21,0.23,0.0,0.14,Action
PS2,2005.0,0.69,0.03,0.0,0.11,Platform
3DS,2013.0,1.8,1.39,1.11,0.29,Action
GBA,2006.0,0.07,0.03,0.0,0.0,Platform
X360,2015.0,,0.04,0.0,0.02,Action
PC,2012.0,0.0,0.06,0.0,0.01,Platform
X360,2009.0,0.12,0.14,0.0,0.03,Action
DS,2003.0,0.06,32.0,0.01,0.0,Adventure
GC,2003.0,0.02,0.01,0.0,0.0,Racing
PSP,2009.0,0.0,0.0,0.04,0.0,Action
Wii,2008.0,0.49,0.0,0.0,0.04,Action
PC,2010.0,0.06,0.0,0.0,0.0,Action
DS,2010.0,0.18,0.1,0.0,0.03,Platform
Wii,2011.0,0.19,0.01,0.0,0.01,Action
GC,2005.0,0.29,0.08,0.16,0.01,Action
PS4,2014.0,,0.0,0.01,0.02,Action
PS2,2004.0,0.09,0.07,0.0,0.02,Action
PS,2001.0,0.02,0.01,0.0,0.0,Racing
GBA,2002.0,0.19,0.07,0.0,0.0,Action
SNES,1995.0,0.0,0.0,0.1,0.0,Racing
PC,2012.0,0.09,0.16,0.0,0.02,Action
GBA,2004.0,0.29,0.11,0.0,0.01,Action
DS,2011.0,0.08,0.0,0.0,0.01,Action
PC,2014.0,0.0,0.09,0.0,0.01,Racing
2600,,0.29,0.02,0.0,0.0,Action
GBA,2004.0,0.1,0.04,0.2,0.01,Platform
PS,2000.0,0.64,0.43,0.0,0.07,Action
Wii,2011.0,0.11,0.06,0.0,0.02,Platform
PS2,2010.0,0.0,0.0,0.02,0.0,Adventure
GBA,2005.0,0.45,0.17,0.14,0.01,Platform
PS2,1991.0,0.78,0.93,0.29,0.73,Adventure
X360,2014.0,0.0,0.05,0.0,0.0,Action
2600,1983.0,0.43,0.03,0.0,0.0,Action
Wii,2012.0,0.12,-0.04,0.23,0.21,Platform
DS,2007.0,0.02,0.0,0.0,0.0,Action
SNES,2008.0,1.5,1.91,0.7,1.83,Adventure
DS,2010.0,0.17,0.01,0.11,0.02,Platform
PS2,2004.0,0.25,0.19,0.0,0.06,Action
PS4,2016.0,0.03,0.05,0.0,0.01,Adventure
PS3,2008.0,0.07,0.24,0.0,0.08,Racing
PSV,2014.0,0.0,0.0,0.02,0.0,Adventure
X360,2011.0,0.0,0.0,0.02,0.0,Adventure
2600,1976.0,0.23,0.53,0.24,0.81,Platform
PS3,2012.0,0.21,0.15,0.04,0.06,Action
PS,1997.0,0.13,0.09,0.0,0.02,Action
X360,2013.0,1.15,0.56,0.0,0.17,Action
GBA,2003.0,0.13,0.05,0.0,0.0,Platform
3DS,2014.0,0.01,0.08,0.0,0.01,Action
PSV,2015.0,0.0,0.0,0.02,0.0,Action
PSP,2010.0,0.0,0.0,0.02,0.0,Adventure
X360,2013.0,0.07,0.15,0.0,0.02,Action
N64,1999.0,0.19,0.05,0.0,0.0,Racing
PS2,2005.0,0.01,0.01,0.0,0.0,Racing
PSP,2010.0,0.0,0.0,0.06,0.0,Action
PC,2009.0,0.0,0.02,0.0,0.0,Action
WiiU,2014.0,0.7,0.55,0.16,0.12,Platform
PS,1997.0,0.06,0.04,0.23,0.02,Racing
PS2,2004.0,0.19,0.15,0.17,0.05,Action
PS2,2002.0,0.35,0.27,0.0,0.09,Racing
Wii,2011.0,0.14,0.03,0.0,0.01,Action
X360,2012.0,1.05,0.52,0.03,0.14,Action
PC,2013.0,0.0,0.04,0.0,0.0,Action
DC,2000.0,1.1,0.51,0.12,0.08,Racing
NES,1985.0,5.82,3.21,1.6,0.52,Platform
XB,2005.0,0.01,0.0,0.0,0.0,Action
PS2,2006.0,0.19,0.15,0.0,0.05,Platform
PSV,2016.0,0.0,0.0,0.04,0.0,Action
DS,2010.0,0.69,0.47,,0.12,Platform
2600,1975.0,0.95,0.59,0.22,0.9,Action
3DS,2014.0,0.0,0.0,0.03,0.0,Action
X360,2008.0,0.05,0.0,0.0,0.0,Action
WiiU,2014.0,0.03,0.05,0.0,0.01,Adventure
PS2,2004.0,0.01,0.01,0.0,0.0,Adventure
X360,2007.0,0.15,0.06,0.06,0.02,Action
PC,2011.0,0.02,0.05,0.0,0.01,Adventure
PS4,2014.0,0.04,0.11,0.0,0.03,Racing
WiiU,2010.0,0.34,0.99,1.0,0.21,Action
SNES,2011.0,1.86,0.65,0.49,1.61,Action
XB,2004.0,,0.01,0.0,0.0,Racing
PS3,2008.0,0.22,0.01,0.0,0.02,Racing
X360,2013.0,0.37,0.35,0.01,0.07,Racing
PS3,2009.0,0.13,0.17,0.0,0.06,Action
PS,1998.0,0.13,0.09,0.0,0.01,Action
Wii,,0.05,0.0,0.0,0.0,Platform
PS3,2014.0,0.07,0.26,0.02,0.06,Racing
DS,2010.0,0.05,0.01,0.08,0.01,Action
PSV,2014.0,0.0,0.0,0.1,0.0,Adventure
PC,2016.0,0.0,0.01,0.0,0.0,Racing
Wii,2010.0,0.0,0.16,0.0,0.02,Adventure
PS2,2006.0,0.04,0.03,0.0,0.01,Racing
2600,1989.0,0.45,0.02,0.0,0.01,Action
Wii,2008.0,0.04,0.0,0.0,0.0,Platform
PS3,2011.0,0.0,0.03,0.16,0.01,Action
DS,2010.0,0.15,0.0,0.0,0.01,Action
3DS,2016.0,0.28,0.14,0.47,0.04,Action
PSV,2016.0,0.0,0.0,0.03,0.0,Adventure
XB,2002.0,0.09,0.02,0.0,0.0,Action
Wii,2011.0,2.03,1.16,0.37,0.38,Action
DS,2007.0,0.06,0.0,0.0,0.0,Platform
PS4,2014.0,0.14,0.03,0.04,0.04,Action
X360,2006.0,0.11,0.01,0.0,0.01,Racing
PS2,2002.0,0.76,0.59,0.0,0.2,Racing
SNES,2017.0,1.52,1.92,1.17,0.37,Racing
X360,2007.0,0.16,0.02,0.0,0.01,Action
PSV,2014.0,0.0,0.0,0.09,0.0,Action
PSP,2006.0,0.0,0.0,0.04,0.0,Action
PS,1999.0,0.03,0.02,0.0,0.0,Adventure
GBA,2003.0,0.02,0.01,0.0,0.0,Platform
3DS,2015.0,0.0,0.01,0.0,0.0,Action
DS,2010.0,0.06,0.0,0.0,0.0,Action
NES,1986.0,1.13,0.37,0.41,0.05,Racing
NES,1987.0,0.45,0.08,0.27,0.01,Platform
X360,2012.0,0.0,0.02,0.0,0.0,Adventure
GC,2006.0,0.39,0.1,0.0,0.01,Adventure
X360,2013.0,0.09,0.05,0.0,0.01,Action
WiiU,2008.0,0.34,0.49,0.09,0.88,Racing
GB,1988.0,0.82,0.23,0.35,0.03,Platform
PS3,2011.0,0.15,0.11,0.0,0.05,Action
PS2,2005.0,0.03,0.02,0.74,0.01,Action
X360,2014.0,0.02,0.06,0.0,0.01,Action
PS,1997.0,0.1,0.07,0.0,0.01,Action
Wii,2008.0,0.13,0.03,0.06,0.01,Action
PSP,2007.0,0.1,0.17,0.0,0.1,Action
PS,1999.0,0.8,0.54,0.0,0.09,Action
PS3,2012.0,0.19,0.09,0.11,0.05,Action
DS,2011.0,0.06,0.0,0.0,0.0,Platform
DS,2011.0,0.04,0.01,0.0,0.0,Platform
XB,2002.0,0.02,0.01,0.0,0.0,Racing
XB,2003.0,0.13,0.04,0.0,0.01,Action
GBA,2006.0,,0.02,0.0,,Action
PS4,2016.0,0.24,0.27,0.09,0.1,Action
PS2,2005.0,0.05,0.04,0.0,0.01,Action
PC,2009.0,0.0,0.04,0.0,0.01,Adventure
PC,1994.0,0.02,2.79,0.0,0.0,Adventure
GC,2006.0,0.06,0.02,0.0,0.0,Action
PS,1999.0,0.12,0.08,0.0,0.01,Racing
3DS,2014.0,0.0,0.0,0.02,0.0,Adventure
DS,2004.0,5.01,3.07,1.25,0.97,Platform
PC,2008.0,0.01,0.83,0.0,0.07,Adventure
PS2,2007.0,0.0,0.0,0.08,0.0,Action
SAT,2003.0,0.0,0.47,0.77,0.27,Action
PSP,2005.0,0.06,0.0,0.0,0.01,Adventure
XB,,0.05,0.01,0.0,0.0,Racing
GEN,1994.0,1.02,0.47,0.2,0.07,Platform
DS,2010.0,0.05,0.02,0.0,0.01,Adventure
PS3,2015.0,0.0,0.0,0.06,0.0,Action
PS3,2015.0,0.0,0.0,0.02,0.0,Action
GBA,2004.0,0.23,0.09,0.0,0.01,Action
PSP,2012.0,0.0,0.0,0.03,0.0,Adventure
GBA,2004.0,0.0,0.0,0.08,0.0,Adventure
XB,2004.0,0.06,0.02,0.0,0.0,Racing
X360,2010.0,0.57,0.38,0.02,0.1,Action
DS,2011.0,0.0,0.0,0.02,0.0,Adventure
PC,2011.0,0.01,0.02,0.0,0.01,Adventure
DS,2011.0,0.0,0.0,0.06,0.0,Adventure
PSV,2003.0,0.24,0.66,0.99,0.43,Platform
TG16,2010.0,0.92,0.65,0.99,0.03,Action
XB,2005.0,0.09,0.03,0.0,0.0,Action
PS3,2009.0,0.0,0.01,0.0,0.0,Racing
PS2,2004.0,0.3,0.24,0.0,0.08,Platform
PS2,2010.0,0.0,0.0,0.01,0.0,Adventure
PSV,2012.0,0.21,0.14,0.01,0.09,Action
Wii,,0.26,0.28,0.0,0.07,Action
Wii,2008.0,0.19,0.31,0.0,0.06,Adventure
DS,2005.0,9.71,7.47,4.13,1.9,Racing
PS3,2008.0,0.58,0.45,0.34,0.2,Action
Wii,2008.0,0.0,0.0,0.01,0.0,Adventure
PC,2006.0,0.0,0.04,0.0,0.01,Racing
PC,1992.0,0.02,0.77,0.0,0.0,Adventure
PS,1998.0,0.55,0.38,0.0,0.06,Platform
SNES,2013.0,0.15,1.38,1.14,0.31,Action
PSP,2012.0,0.0,0.0,0.02,0.0,Action
PS2,1993.0,0.69,0.56,0.32,0.65,Racing
PSV,2015.0,0.0,0.0,0.01,0.0,Action
PSP,2012.0,0.0,0.0,0.05,0.0,Action
GC,2004.0,0.04,0.01,0.0,0.0,Adventure
PS2,2006.0,0.0,0.0,0.03,0.0,Adventure
PSP,2005.0,0.47,0.34,0.0,0.23,Racing
PS3,2010.0,0.14,0.18,0.0,0.07,Action
PC,2009.0,0.0,0.04,0.0,0.01,Adventure
PS2,2002.0,0.05,0.04,0.02,0.01,Racing
PS4,2016.0,0.04,0.0,0.0,0.01,Racing
GB,2000.0,1.04,0.72,0.3,0.13,Platform
PSP,2011.0,0.0,0.0,0.03,0.0,Adventure
N64,1999.0,0.43,0.1,0.0,0.01,Action
GBA,2003.0,0.0,0.0,0.36,0.01,Adventure
DS,2005.0,0.14,0.0,0.0,0.01,Action
Wii,2009.0,0.15,0.62,0.0,0.11,Racing
PSP,2006.0,0.25,0.0,0.0,0.02,Adventure
PS2,2005.0,0.18,0.14,0.0,0.05,Action
X360,2011.0,0.09,0.04,0.0,0.01,Action
PC,2009.0,0.0,0.05,0.0,0.01,Racing
XB,2002.0,0.04,0.01,0.04,0.0,Action
PS2,2008.0,0.0,0.0,0.04,0.0,Adventure
DS,2007.0,0.0,0.0,0.06,0.0,Action
GC,2004.0,0.17,0.04,0.0,0.01,Action
PS4,2015.0,0.03,0.05,0.0,0.02,Action
PS3,2008.0,0.21,0.21,0.0,0.09,Action
PSP,2009.0,0.03,0.02,0.38,0.02,Action
PS2,2003.0,0.06,0.04,0.0,0.01,Action
WiiU,2008.0,0.58,0.29,0.71,0.78,Platform
PS4,2016.0,0.0,0.0,0.03,0.0,Action
PS,1997.0,0.16,0.11,0.0,0.02,Racing
X360,2006.0,1.16,0.64,0.08,0.2,Action
PS3,2013.0,2.41,2.18,0.28,0.99,Action
PS,2000.0,0.1,0.07,0.0,0.01,Action
Wii,2007.0,0.04,0.0,0.0,0.0,Racing
X360,2009.0,0.06,0.09,0.0,0.02,Racing
DS,2008.0,0.0,0.0,0.03,0.0,Adventure
PS,1997.0,0.04,0.02,0.0,0.0,Platform
GBA,2002.0,0.25,0.09,0.0,0.01,Platform
Wii,2007.0,0.07,0.01,0.0,0.01,Action
PSV,2014.0,0.0,0.0,0.01,0.0,Adventure
XB,2004.0,,0.03,0.0,0.0,Platform
WiiU,2014.0,0.58,0.42,0.13,0.1,Action
PS2,,0.14,0.11,0.0,0.04,Platform
PS3,2011.0,0.12,0.74,0.11,0.24,Racing
3DS,2016.0,0.01,0.0,0.0,0.0,Action
PSP,2011.0,0.0,0.0,0.22,0.0,Action
PS2,1990.0,0.68,0.33,0.57,0.33,Action
PSV,2013.0,0.0,0.01,0.0,0.0,Adventure
PSV,2015.0,0.0,0.0,0.02,0.0,Action
PSP,2008.0,0.0,0.0,0.02,0.0,Adventure
PS2,2006.0,0.0,0.0,0.01,0.0,Action
PSV,2016.0,0.0,0.0,0.02,0.0,Adventure
PS2,2008.0,0.22,0.02,0.0,0.33,Action
PS2,2008.0,0.12,0.02,0.0,0.14,Action
3DS,2013.0,0.05,0.04,0.28,0.01,Action
PS3,2012.0,0.0,0.0,0.03,0.0,Adventure
GC,2004.0,0.03,0.01,0.0,0.0,Action
PS,1998.0,0.08,0.05,0.0,0.01,Adventure
PS3,2015.0,0.0,0.01,0.0,0.0,Action
X360,2012.0,1.02,0.0,0.0,0.07,Action
XB,2003.0,0.45,0.1,0.0,0.02,Platform
DS,2009.0,0.06,0.3,0.0,0.04,Adventure
PC,2010.0,0.01,0.04,0.0,0.01,Racing
PS2,2007.0,0.4,0.02,0.0,0.07,Action
X360,2011.0,0.23,0.4,0.01,0.08,Racing
X360,2006.0,1.17,0.77,0.02,0.22,Action
N64,1994.0,0.24,0.85,0.26,0.03,Adventure
PS2,2008.0,0.0,0.0,0.01,0.0,Adventure
NES,1989.0,0.91,0.3,0.42,0.04,Platform
GC,2003.0,0.09,0.02,0.0,0.0,Platform
PS4,2014.0,0.22,0.3,0.04,0.1,Action
PS3,2010.0,0.09,0.15,0.01,0.05,Action
PC,2016.0,0.01,0.04,0.0,0.0,Adventure
PS3,2013.0,0.35,0.12,0.0,0.08,Platform
PS2,1989.0,0.81,0.93,0.89,0.04,Action
DS,2008.0,0.26,0.15,0.0,0.03,Platform
PS2,2005.0,0.33,0.01,0.0,0.05,Racing
PC,2013.0,0.13,0.16,0.0,0.02,Action
N64,2000.0,0.07,0.02,0.0,0.0,Action
X360,2010.0,0.92,0.39,0.0,0.12,Racing
PS2,2003.0,0.18,0.14,0.0,0.05,Platform
PS3,2012.0,0.0,0.0,0.59,0.0,Action
PS2,2003.0,0.11,0.09,0.0,0.03,Racing
3DS,2011.0,0.08,0.03,0.0,0.01,Action
Wii,2006.0,0.8,0.0,0.01,0.07,Racing
PS,1996.0,0.05,0.03,0.15,0.02,Platform
PSP,2006.0,0.04,0.0,0.0,0.0,Racing
GBA,2005.0,0.19,0.07,0.0,0.0,Racing
PS2,2004.0,0.16,0.12,0.0,0.04,Action
XOne,2015.0,0.05,0.01,0.0,0.01,Action
SNES,1993.0,0.0,0.0,0.06,0.0,Platform
Wii,2010.0,0.18,0.02,0.0,0.01,Action
Wii,2009.0,0.43,0.29,0.0,0.07,Action
Wii,2009.0,0.07,0.03,0.0,0.01,Adventure
PS,2001.0,0.06,0.04,0.0,0.01,Adventure
PS2,2005.0,0.03,0.02,0.0,0.01,Action
DS,2009.0,0.0,0.0,0.03,0.0,Adventure
GBA,2004.0,0.21,0.08,0.0,0.01,Action
PSP,2010.0,0.0,0.0,0.05,0.0,Adventure
GC,2002.0,0.34,0.09,0.0,0.01,Adventure
X360,2014.0,0.06,0.03,0.0,0.01,Action
XB,,0.38,0.22,0.0,0.03,Action
Wii,2010.0,0.12,0.0,0.0,0.01,Action
PS2,2008.0,0.1,0.08,0.0,0.03,Racing
WiiU,2016.0,0.07,0.14,0.11,0.02,Action
Wii,2010.0,0.14,0.0,0.0,0.01,Action
DS,2009.0,0.02,0.0,0.0,0.0,Racing
PS3,2012.0,0.0,0.0,0.02,0.0,Adventure
XB,2006.0,0.31,0.09,0.0,0.01,Action
Wii,2010.0,0.18,0.09,0.0,0.03,Platform
GBA,2006.0,0.01,0.0,0.0,0.0,Action
XB,2002.0,0.09,0.03,0.0,0.0,Racing
PS3,2008.0,1.05,0.66,0.0,0.29,Action
GC,2006.0,0.09,0.02,0.0,0.0,Action
PS4,2015.0,0.03,0.03,0.0,0.01,Platform
DS,2003.0,0.29,0.01,0.01,0.05,Platform
PSP,2009.0,0.02,0.04,0.0,0.01,Action
DS,2006.0,0.03,0.0,0.01,0.0,Action
PS2,2003.0,0.33,0.25,0.0,0.09,Platform
GC,2002.0,0.09,0.02,0.0,0.0,Racing
PSP,2010.0,0.0,0.0,0.04,0.0,Adventure
PS3,2014.0,0.02,0.0,0.0,0.01,Action
Wii,,0.0,0.01,0.0,0.0,Racing
N64,1998.0,0.06,0.02,0.13,0.1,Platform
X360,2012.0,0.72,0.2,0.0,0.08,Action
DS,2008.0,0.0,0.0,0.15,0.0,Platform
PS2,2004.0,0.39,1.01,0.02,0.36,Action
Wii,2007.0,0.53,0.45,0.0,0.12,Racing
GBA,2002.0,0.04,0.01,0.0,0.0,Racing
PS2,2003.0,0.28,0.22,0.0,0.07,Action
PS,1996.0,0.1,0.07,0.0,0.01,Action
DS,2011.0,0.0,0.0,0.04,0.0,Action
DS,2006.0,0.12,0.03,0.0,0.01,Action
GB,1991.0,0.0,0.0,0.06,0.0,Action
PSP,2009.0,0.22,0.24,0.0,0.14,Action
DS,2009.0,0.08,0.0,0.0,0.01,Action
X360,2012.0,0.18,0.05,0.0,0.02,Action
XOne,2014.0,2.27,0.9,0.0,0.33,Action
N64,1998.0,0.13,0.03,0.0,0.0,Action
PSP,2009.0,0.0,0.0,0.01,0.0,Action
PSV,2016.0,0.0,0.0,0.01,0.0,Adventure
PSP,2010.0,0.0,0.0,0.02,0.0,Adventure
PS2,2002.0,8.41,5.49,0.47,1.78,Action
PS,2000.0,0.07,0.04,0.0,0.01,Racing
PS3,2013.0,0.01,0.03,0.0,0.01,Action
GBA,2002.0,0.01,0.01,0.0,0.0,Racing
PS3,2013.0,1.23,0.63,0.04,0.35,Action
DC,1999.0,0.52,0.24,0.38,0.04,Adventure
X360,2008.0,0.79,0.34,0.08,0.13,Action
X360,2009.0,0.07,0.0,0.0,0.01,Platform
3DS,2013.0,1.4,1.01,0.46,0.23,Action
PSP,2013.0,0.0,0.0,0.03,0.0,Adventure
PS2,2007.0,0.07,0.06,0.0,0.02,Adventure
Wii,2007.0,0.04,0.0,0.0,0.0,Adventure
PS3,2014.0,0.33,0.43,0.02,0.15,Action
PSP,2009.0,0.0,0.0,0.06,0.0,Action
PS2,2002.0,0.0,0.0,0.03,0.0,Adventure
PS,1996.0,1.43,0.05,0.0,0.04,Racing
DS,2007.0,0.08,0.0,0.0,0.01,Racing
PC,2011.0,0.05,0.03,0.0,0.01,Action
XB,2002.0,0.13,0.04,0.03,0.01,Action
DS,2009.0,0.22,0.14,0.0,0.04,Action
GBA,2005.0,0.02,0.01,0.0,0.0,Action
GC,2002.0,0.28,0.07,0.0,0.01,Action
X360,2010.0,0.1,0.07,0.0,0.02,Racing
DC,2000.0,0.0,0.0,0.1,0.0,Adventure
DS,2008.0,0.07,0.0,0.03,0.0,Action
XB,2003.0,0.02,0.01,0.0,0.0,Racing
GBA,2005.0,0.04,0.02,0.0,0.0,Racing
3DS,2015.0,0.0,0.0,0.19,0.0,Action
PS3,2011.0,0.07,0.0,0.0,0.01,Racing
GC,2003.0,0.12,0.03,0.0,0.0,Platform
PS4,2015.0,0.24,0.37,0.0,0.12,Action
GC,2002.0,0.06,0.02,0.0,0.0,Platform
X360,2012.0,3.13,1.69,0.03,0.44,Action
GBA,2005.0,0.44,0.16,0.0,0.01,Action
Wii,2008.0,0.09,0.0,0.0,0.01,Adventure
Wii,2009.0,0.59,0.03,0.0,0.05,Action
PC,2012.0,0.07,0.13,0.0,0.03,Action
PSP,2006.0,0.11,0.0,0.0,0.01,Racing
PS2,2006.0,0.0,0.0,0.04,0.0,Racing
PS2,2005.0,0.41,0.01,0.0,0.07,Action
3DS,2013.0,0.74,0.62,0.41,0.13,Platform
PS3,2012.0,0.0,0.0,0.14,0.0,Action
DS,2011.0,0.07,0.03,0.0,0.01,Action
SNES,2016.0,0.66,0.61,0.71,0.13,Platform
GBA,2002.0,0.05,0.02,0.0,0.0,Platform
PS3,2010.0,0.07,0.0,0.0,0.01,Action
3DS,2012.0,0.12,0.01,0.0,0.01,Action
NES,1986.0,3.74,0.93,1.69,0.14,Action
DS,2007.0,0.08,0.0,0.0,0.01,Platform
PS3,2011.0,0.0,0.04,0.57,0.01,Action
PSP,2012.0,0.0,0.0,0.03,0.0,Action
PS3,2008.0,0.0,0.03,0.0,0.01,Racing
PS2,2006.0,0.99,0.04,0.0,0.16,Action
PSP,2007.0,0.23,0.01,0.0,0.02,Action
PS2,2001.0,0.53,0.16,1.07,0.1,Action
PSP,2008.0,0.0,0.0,0.01,0.0,Adventure
GBA,2003.0,1.04,0.37,0.0,0.06,Platform
PS3,2013.0,7.02,9.09,0.98,3.96,Action
GBA,2005.0,0.09,0.03,0.0,0.0,Platform
X360,2011.0,0.05,0.01,0.0,0.0,Racing
PC,2015.0,0.02,0.06,0.0,0.01,Adventure
Wii,2011.0,0.07,0.04,0.0,0.01,Action
X360,2012.0,0.0,0.0,0.03,0.0,Action
PSP,2010.0,0.0,0.0,0.01,0.0,Adventure
PS,1999.0,,0.27,0.0,0.05,Racing
X360,2006.0,0.21,0.02,0.0,0.02,Action
PSP,2012.0,0.0,0.0,0.02,0.0,Action
PS3,2015.0,0.0,0.0,0.01,0.0,Action
PS2,2003.0,0.21,0.16,0.0,0.05,Action
XB,2005.0,0.54,0.11,0.0,0.03,Action
GBA,2005.0,0.01,0.0,0.0,0.0,Platform
PSP,2006.0,0.55,0.21,0.0,0.16,Action
SAT,1996.0,0.0,0.0,0.43,0.0,Platform
X360,2008.0,0.18,0.05,0.0,0.02,Adventure
PSP,2011.0,0.0,0.0,0.11,0.0,Action
XB,2003.0,0.09,0.02,0.0,0.0,Action
3DS,2012.0,0.03,0.0,0.0,0.0,Action
Wii,2009.0,0.0,0.01,0.0,0.0,Racing
DS,2006.0,0.03,0.0,0.0,0.0,Action
GBA,2004.0,0.14,0.05,0.0,0.0,Adventure
PS2,2008.0,0.06,0.05,0.0,0.02,Platform
X360,2014.0,0.58,0.34,0.0,0.09,Action
PS4,2016.0,0.23,0.53,0.04,0.14,Adventure
PS2,2006.0,0.04,0.03,0.0,0.01,Racing
PS2,2006.0,0.12,0.1,0.0,0.03,Action
PSP,2011.0,0.0,0.0,0.16,0.0,Action
Wii,2010.0,0.13,0.07,0.0,0.02,Action
PS2,2003.0,0.06,0.05,0.0,0.02,Action
N64,1999.0,0.1,0.02,0.0,0.0,Platform
NES,1990.0,0.68,0.14,0.35,0.02,Platform
PS,1997.0,0.08,0.06,0.0,0.01,Racing
X360,2014.0,0.14,0.11,0.0,0.02,Action
PS2,2004.0,0.26,0.21,0.0,0.07,Racing
GC,2002.0,0.03,0.01,0.0,0.0,Platform
PC,1999.0,0.0,0.01,0.0,0.0,Action
PSP,2013.0,0.0,0.0,0.02,0.0,Adventure
PS2,2005.0,0.5,0.02,0.0,0.08,Platform
DS,2010.0,0.0,0.02,0.0,0.0,Adventure
XOne,2016.0,0.01,0.0,0.0,0.0,Action
XB,2005.0,0.22,0.06,0.0,0.01,Action
PS,1995.0,0.01,0.01,0.0,0.0,Adventure
DS,2009.0,0.15,0.0,0.0,0.01,Action
X360,2008.0,0.07,0.03,0.08,0.01,Action
SNES,2016.0,0.3,1.33,1.26,0.52,Adventure
PSP,2013.0,0.0,0.0,0.01,0.0,Adventure
XB,2005.0,0.01,0.0,0.0,0.0,Racing
SNES,1993.0,0.0,0.0,0.46,0.0,Platform
PS2,1990.0,0.83,0.06,0.73,0.86,Adventure
PS3,2008.0,0.14,0.17,0.0,0.07,Action
N64,2000.0,0.0,0.0,0.09,0.06,Platform
PSP,2012.0,0.0,0.0,0.04,0.0,Action
Wii,2008.0,0.52,0.21,0.0,0.07,Action
PS3,2010.0,0.05,0.15,0.0,0.05,Action
WiiU,2007.0,0.15,0.14,0.01,0.53,Platform
PS3,2007.0,0.15,0.05,0.0,0.03,Racing
PSV,2015.0,0.0,0.0,0.02,0.0,Action
X360,2009.0,0.84,0.35,0.0,0.12,Action
GBA,2004.0,0.1,0.04,0.0,0.0,Action
N64,1998.0,0.27,0.06,0.08,0.05,Platform
Wii,2007.0,0.67,0.43,0.29,0.14,Action
WiiU,2013.0,0.02,0.01,0.0,0.0,Action
PS2,2001.0,0.2,0.16,0.0,0.05,Platform
Wii,2011.0,1.35,1.13,0.0,0.3,Action
PS2,2001.0,0.36,0.28,0.0,0.1,Racing
DS,2010.0,0.0,0.0,0.02,0.0,Adventure
DS,2012.0,0.0,0.02,0.0,0.0,Action
PS2,2005.0,0.03,0.03,0.18,0.01,Action
NES,1986.0,0.74,0.26,0.61,0.03,Action
3DS,2016.0,0.05,0.03,0.0,0.01,Platform
DS,2007.0,0.53,0.48,0.01,0.12,Platform
X360,2010.0,0.75,0.52,0.09,0.12,Action
Wii,2007.0,0.19,0.23,0.05,884.52,Racing
3DS,2013.0,0.0,0.0,0.19,0.0,Action
Wii,2006.0,0.45,0.66,0.02,0.15,Racing
PC,2009.0,0.0,0.01,0.0,0.0,Adventure
XB,2004.0,0.18,0.08,0.0,0.01,Racing
Wii,2009.0,0.0,0.1,0.17,0.02,Action
PS4,2016.0,0.0,0.01,0.0,0.0,Action
X360,2012.0,0.64,0.49,0.0,0.11,Action
3DS,2015.0,0.0,0.0,0.03,0.0,Action
PS3,2007.0,0.25,0.02,0.0,0.03,Action
PS2,2008.0,0.0,0.0,0.03,0.0,Adventure
PSP,2010.0,0.0,0.0,0.02,0.0,Adventure
NES,1986.0,0.71,0.16,0.25,0.03,Action
PS,2001.0,0.2,0.14,0.0,0.02,Racing
DC,2002.0,0.0,0.0,0.29,0.0,Adventure
XB,2001.0,0.09,0.02,0.0,0.0,Racing
PS2,2008.0,0.17,0.0,0.0,0.26,Action
3DS,2011.0,0.07,0.08,0.0,0.02,Racing
XB,2006.0,0.03,0.01,0.0,0.0,Racing
PS2,2004.0,3.01,0.01,1.1,7.53,Racing
N64,1996.0,0.4,0.9,0.99,0.59,Platform
PS3,2007.0,0.57,0.72,0.06,0.29,Action
PS3,2011.0,0.39,0.08,0.02,0.06,Action
PC,2015.0,0.0,0.01,0.0,0.0,Action
PS2,2008.0,0.0,0.0,0.01,0.0,Adventure
DS,2006.0,11.28,9.14,6.5,2.88,Platform
PSV,2012.0,0.16,0.11,0.0,0.06,Action
X360,2011.0,0.15,0.03,0.0,0.01,Action
PS3,2012.0,0.21,,0.0,0.08,Action
PS3,2012.0,0.01,0.23,0.86,0.08,Action
PS4,2016.0,0.01,0.01,0.0,0.0,Adventure
PS2,2006.0,0.0,0.0,0.02,0.0,Action
SNES,2018.0,0.49,0.62,0.1,0.92,Adventure
N64,1999.0,0.4,0.22,0.0,0.02,Platform
PSV,2012.0,0.0,0.0,0.02,0.0,Action
N64,1999.0,0.51,0.18,0.0,0.01,Racing
Wii,2010.0,0.23,0.15,0.0,0.04,Action
PS2,1993.0,0.74,0.33,0.5,0.49,Action
PS,1995.0,1.54,1.33,0.0,0.16,Platform
PS,1999.0,0.52,0.35,0.0,0.06,Racing
PSP,2011.0,0.0,0.0,0.03,0.0,Adventure
PS4,2016.0,0.0,0.0,0.02,0.0,Action
PS2,2007.0,0.0,0.0,0.02,0.0,Adventure
PSP,2010.0,0.0,0.0,0.04,0.0,Adventure
PS2,2005.0,0.99,0.63,0.29,0.19,Action
PS2,2005.0,0.34,0.01,0.0,0.06,Platform
SNES,2009.0,0.52,0.91,1.38,0.38,Action
WiiU,2015.0,0.03,0.02,0.0,0.0,Action
